pmtid	relativeDE	Gain	TimeOffset	DarkRate
5507	0.318399	1.06763e+07	1.18313	47687.2
5508	0.28581	1.15034e+07	0.731711	43459.9
5509	0.314638	1.00568e+07	1.34959	46367.8
5510	0.303959	8.93605e+06	0.765874	48571.2
5511	0.335874	9.98214e+06	0.903112	53781.9
5512	0.336571	9.43547e+06	0.758653	56859.5
5513	0.327982	9.83467e+06	1.11978	48355.8
5514	0.234413	9.03702e+06	1.33014	50784.2
5515	0.314497	1.00482e+07	0.795411	50519
5516	0.300406	8.32721e+06	0.875636	51089.2
5517	0.326628	1.00727e+07	1.11966	51296.3
5518	0.351906	9.13885e+06	1.06963	49175
5519	0.299088	1.09825e+07	0.940218	55233.4
5520	0.278138	1.00814e+07	1.20905	43562
5521	0.258761	8.32118e+06	1.07092	53833.3
5522	0.320125	9.00583e+06	1.33076	44554.4
5523	0.31456	1.08755e+07	0.849642	46657.1
5524	0.283783	1.03138e+07	1.25848	48327.2
5525	0.309304	1.0381e+07	0.951195	53701.6
5526	0.32816	9.60795e+06	1.01889	52226.5
5527	0.306651	1.06836e+07	0.811962	50567.7
5528	0.285216	8.96963e+06	1.00742	47222.7
5529	0.309578	1.01148e+07	1.08013	43373.5
5530	0.335838	8.97788e+06	1.10916	54577.9
5531	0.305569	1.07868e+07	1.39027	55648
5532	0.329995	1.0406e+07	1.44586	50476
5533	0.306796	1.12769e+07	0.656425	44666.8
5534	0.314439	1.05959e+07	1.26277	61990.2
5535	0.241872	1.02938e+07	0.777304	40205
5536	0.29578	1.02522e+07	0.736391	42356.5
5537	0.303191	8.16987e+06	0.990686	45916.3
5538	0.339211	8.73688e+06	0.815215	55025.6
5539	0.310362	1.00543e+07	1.21646	53115.3
5540	0.319631	9.85513e+06	0.978861	50366
5541	0.299753	8.65732e+06	0.744002	43298.2
5542	0.352517	1.00298e+07	1.07525	55243
5543	0.298164	1.02349e+07	1.26428	54395.4
5544	0.287713	8.71344e+06	1.25388	52803.6
5545	0.291235	1.01798e+07	0.625895	42595.9
5546	0.346338	1.00523e+07	1.23304	63699.4
5547	0.33627	1.02488e+07	1.15208	43693.9
5548	0.299243	1.00627e+07	1.27841	45914.6
5549	0.310716	1.00373e+07	1.21251	48391.2
5550	0.328666	1.01009e+07	1.11857	47993.7
5551	0.297794	1.03654e+07	0.994613	38910
5552	0.278857	8.6418e+06	1.06783	48419.8
5553	0.329572	9.50331e+06	1.06061	52217.4
5554	0.268416	9.90842e+06	0.876313	40355.4
5555	0.300157	1.09449e+07	0.661224	56367.6
5556	0.28908	9.02047e+06	0.807324	47299.6
5557	0.269314	8.90264e+06	0.928348	49864.9
5558	0.265962	1.0086e+07	1.18648	54032
5559	0.287272	9.81681e+06	1.08579	51079.1
5560	0.273741	9.48282e+06	1.15959	47922.8
5561	0.280777	1.01296e+07	0.97163	39392
5562	0.261104	1.11689e+07	0.881014	47442.7
5563	0.340232	8.72867e+06	1.00885	58479
5564	0.289295	8.72352e+06	0.477131	51323.7
5565	0.297959	8.98151e+06	1.15002	55408.5
5566	0.298179	1.07875e+07	0.935257	49963.2
5567	0.33303	9.91521e+06	1.00989	53509.6
5568	0.302691	1.13378e+07	0.894549	53137.4
5569	0.314557	9.40065e+06	0.738038	52023.6
5570	0.323706	1.21073e+07	0.722564	45889.1
5571	0.3119	1.14528e+07	0.718075	52358.9
5572	0.295373	1.15036e+07	1.0205	50711.1
5573	0.32745	9.07558e+06	1.1988	53065.5
5574	0.302616	8.3179e+06	0.851439	53035.8
5575	0.262466	1.24792e+07	1.06363	54647.9
5576	0.271255	1.02032e+07	1.29779	48057.3
5577	0.333195	9.77948e+06	1.47323	58069.8
5578	0.339249	9.967e+06	1.08918	48068.9
5579	0.279773	8.54744e+06	0.90427	55995.8
5580	0.311417	8.06652e+06	1.24156	45025.4
5581	0.296875	1.06325e+07	0.797972	60259.2
5582	0.374946	1.06746e+07	0.732092	46759.4
5583	0.295669	1.15987e+07	1.00561	49321.1
5584	0.285799	9.94128e+06	0.771206	50783.1
5585	0.2648	9.08261e+06	1.10515	61288.1
5586	0.263323	9.88482e+06	0.748108	62275.9
5587	0.366441	1.05224e+07	0.878486	47299.4
5588	0.314083	1.01476e+07	1.21527	44145.5
5589	0.275353	1.11011e+07	1.13466	51038.9
5590	0.285433	9.6333e+06	1.24429	54659.2
5591	0.306905	1.13026e+07	0.938352	51924.5
5592	0.311165	1.0421e+07	1.11999	45506.5
5593	0.329227	7.65055e+06	1.10848	52659.8
5594	0.309943	1.13654e+07	0.558809	52287.7
5595	0.317505	9.40292e+06	1.49253	47332.7
5596	0.279591	1.17784e+07	0.973312	49435.7
5597	0.338711	1.10789e+07	1.06517	52217.3
5598	0.292297	9.12273e+06	1.02758	49115.9
5599	0.307973	8.46388e+06	0.913318	60556.5
5600	0.283179	1.06273e+07	0.780924	50419.4
5601	0.314291	9.78329e+06	1.09757	53844.1
5602	0.275918	1.09612e+07	1.04183	47765.1
5603	0.300519	1.0689e+07	0.831937	44967.5
5604	0.252172	9.30171e+06	1.09683	42930.3
5605	0.328505	1.02599e+07	0.892031	38072.6
5606	0.291718	8.67356e+06	1.38762	49230.7
5607	0.296462	9.48886e+06	0.931265	47231
5608	0.267567	9.88961e+06	1.2227	52692.7
5609	0.255808	8.66902e+06	1.20342	49739.2
5610	0.337293	1.10997e+07	0.985927	54845.8
5611	0.268237	9.0916e+06	1.12106	50939.4
5612	0.322959	8.6223e+06	0.96814	52477
5613	0.250557	1.11519e+07	0.714104	51459.9
5614	0.317547	8.71708e+06	1.1362	44313.8
5615	0.319585	9.58653e+06	1.00929	48101.5
5616	0.276959	1.22121e+07	0.770242	54162.2
5617	0.280595	1.14422e+07	1.0597	47620.9
5618	0.283709	1.06953e+07	1.29772	58711.1
5619	0.333775	9.79163e+06	1.14306	41360.3
5620	0.311142	9.17049e+06	0.870123	57306.4
5621	0.278979	1.11718e+07	0.689432	62722
5622	0.342253	8.9511e+06	0.981913	48764.2
5623	0.305892	1.06788e+07	1.0437	41737.1
5624	0.338019	1.13754e+07	0.90675	40974.1
5625	0.341576	8.97037e+06	1.13302	49402.8
5626	0.306597	1.19468e+07	1.09036	54419
5627	0.282824	1.0265e+07	1.00192	41515.3
5628	0.308573	8.24022e+06	1.15641	53441.9
5629	0.355565	1.05158e+07	0.857566	43112.6
5630	0.310562	9.51669e+06	0.624534	50620.5
5631	0.290477	1.09929e+07	0.997535	52570.9
5632	0.237818	9.74486e+06	0.734316	47942.1
5633	0.290008	8.99122e+06	0.697767	48135.1
5634	0.345347	1.06873e+07	0.837115	60713.5
5635	0.294016	1.07661e+07	1.15302	46780.1
5636	0.347698	9.67366e+06	1.02894	44527.1
5637	0.323327	9.82668e+06	1.17408	53770.6
5638	0.304794	8.98363e+06	1.05519	55713.1
5639	0.271184	9.23769e+06	0.999386	46390.8
5640	0.33389	1.20502e+07	0.794767	52211.1
5641	0.29609	8.95413e+06	1.01793	49316.5
5642	0.311885	8.42801e+06	1.08729	48833.9
5643	0.311454	1.19496e+07	0.680846	44893.9
5644	0.334077	9.47912e+06	0.721637	44189.9
5645	0.313074	9.59483e+06	1.17988	45399.9
5646	0.327283	1.05774e+07	1.29976	55745.3
5647	0.247217	8.20259e+06	0.98202	51801.7
5648	0.331931	9.40141e+06	1.0757	51047.2
5649	0.281512	1.21364e+07	1.14171	54912.7
5650	0.321324	9.32068e+06	0.786753	52589.2
5651	0.277777	1.01754e+07	0.849344	62656.2
5652	0.301761	1.12937e+07	0.855596	43405.4
5653	0.274399	8.41487e+06	1.04722	41756.9
5654	0.301442	9.90923e+06	0.898362	52690.5
5655	0.309216	9.07699e+06	0.978906	50724.9
5656	0.319254	1.01813e+07	1.27662	59573.7
5657	0.327326	7.01434e+06	0.900104	50103.5
5658	0.378081	1.01424e+07	1.42054	41957.2
5659	0.330509	8.34895e+06	0.731114	45977.1
5660	0.29436	1.13634e+07	1.12962	44383.5
5661	0.26429	1.1572e+07	0.830418	54314.2
5662	0.324405	9.56722e+06	0.897987	48868.7
5663	0.30829	1.29953e+07	0.89287	51405.8
5664	0.267593	9.10181e+06	1.16656	47123.9
5665	0.2546	9.8e+06	1.19211	48483.1
5666	0.311047	1.175e+07	1.35769	45337.7
5667	0.262503	9.01336e+06	1.19778	55258.7
5668	0.327529	1.07677e+07	0.91978	45649.9
5669	0.246107	1.04571e+07	1.43794	58038.6
5670	0.32621	9.43246e+06	0.659628	41918.3
5671	0.287694	1.16146e+07	0.760218	58249
5672	0.271407	1.04204e+07	0.63301	51022.8
5673	0.292095	8.61706e+06	1.08246	46506.2
5674	0.285684	1.01528e+07	1.31928	51366.4
5675	0.282072	1.03974e+07	0.976743	46953.4
5676	0.274313	9.84933e+06	0.917781	44125.5
5677	0.315852	1.15995e+07	1.12999	48236.2
5678	0.333372	1.10719e+07	0.885193	54312.3
5679	0.309296	9.35105e+06	0.963704	46625.1
5680	0.272961	9.78344e+06	0.588694	53019.5
5681	0.316052	9.74137e+06	0.992253	50068.8
5682	0.300692	1.02045e+07	1.10211	40952.6
5683	0.304215	1.0062e+07	0.995718	43531.4
5684	0.286388	1.19888e+07	0.769054	47199.3
5685	0.307388	8.39232e+06	0.606448	45572.7
5686	0.278844	1.0133e+07	1.0153	47381.1
5687	0.288241	1.03078e+07	0.744775	55292
5688	0.301433	1.1292e+07	0.949198	56856.8
5689	0.307704	1.1601e+07	1.3265	60209.5
5690	0.322029	9.14017e+06	1.07486	49533.8
5691	0.316636	1.04374e+07	1.01799	51391
5692	0.305208	1.1891e+07	1.14279	51583.7
5693	0.251271	8.02588e+06	1.21593	42785.2
5694	0.304609	1.12603e+07	1.34822	53206.2
5695	0.307443	9.90839e+06	0.835379	53065.1
5696	0.321635	1.06199e+07	1.01068	45939
5697	0.275231	1.02665e+07	0.535509	46023.9
5698	0.282754	1.07208e+07	0.750203	57399.6
5699	0.288204	1.15376e+07	1.23024	51627.2
5700	0.312504	8.79721e+06	1.03367	45528.8
5701	0.301016	9.19194e+06	0.957479	42354.5
5702	0.29795	8.60279e+06	1.24732	45150.2
5703	0.292456	1.02588e+07	1.03259	48537.3
5704	0.344358	9.11529e+06	0.750646	43626.9
5705	0.288008	1.05957e+07	1.1559	53059.4
5706	0.267819	1.10888e+07	1.27117	49272.5
5707	0.333096	9.46685e+06	0.920761	52070.1
5708	0.312161	1.06432e+07	1.13561	50250.3
5709	0.316192	1.06216e+07	0.927993	46562.8
5710	0.268861	9.16005e+06	1.06408	44846.1
5711	0.280817	1.04745e+07	1.14628	43629.9
5712	0.263465	9.02613e+06	1.03032	50512.5
5713	0.251003	1.06419e+07	0.888096	48338.3
5714	0.34791	1.02599e+07	1.11681	55322.9
5715	0.269869	9.56561e+06	0.967695	42821.2
5716	0.31497	8.94414e+06	0.82008	46267.8
5717	0.379341	8.26154e+06	0.798751	54964
5718	0.333249	1.10201e+07	0.934068	50129.8
5719	0.308442	9.73124e+06	0.577425	48044.7
5720	0.284656	1.15918e+07	1.10821	42462.5
5721	0.286359	9.07706e+06	0.849772	52170.8
5722	0.294371	9.75197e+06	0.838045	51580.5
5723	0.317212	9.79385e+06	0.932274	50109.6
5724	0.323682	9.25512e+06	0.611832	49404.1
5725	0.265432	8.9478e+06	0.926419	51458.8
5726	0.300955	8.80011e+06	0.651954	52339.7
5727	0.266472	1.07981e+07	0.471152	50060.4
5728	0.253553	9.68723e+06	0.811342	47401.9
5729	0.27787	1.07737e+07	0.788268	63727
5730	0.266961	8.9534e+06	0.790281	45452.2
5731	0.306554	1.09415e+07	1.16925	57315
5732	0.315838	8.98213e+06	0.586251	55314.7
5733	0.321173	9.06696e+06	0.758605	54754.5
5734	0.274872	9.47358e+06	1.23133	49303.1
5735	0.263008	9.81445e+06	0.968383	48034.2
5736	0.276441	9.82813e+06	1.15657	52170.7
5737	0.321946	9.81218e+06	0.551895	54902.3
5738	0.297581	9.98465e+06	1.25458	42025.6
5739	0.3322	9.5842e+06	0.959503	49421.3
5740	0.274567	9.85999e+06	1.15933	45698.1
5741	0.334677	1.0668e+07	0.746111	46281.8
5742	0.329359	9.81543e+06	0.958902	44880.6
5743	0.3046	9.3394e+06	1.10253	44527.5
5744	0.338039	1.09236e+07	1.26168	48952.7
5745	0.28041	1.00305e+07	0.963609	49686.6
5746	0.247296	9.60362e+06	1.10908	55195.6
5747	0.258056	8.80744e+06	0.654049	46400.5
5748	0.333252	9.36064e+06	1.00806	50774.4
5749	0.310629	9.70442e+06	0.707372	49684.2
5750	0.316778	1.09851e+07	1.15581	52693.2
5751	0.350428	1.07965e+07	1.07694	44583.7
5752	0.329405	8.65504e+06	1.00499	45759.3
5753	0.316026	9.2391e+06	1.02796	46462.4
5754	0.280718	9.97362e+06	0.975814	43243.5
5755	0.299172	1.08737e+07	1.34355	49129.7
5756	0.365452	1.03146e+07	1.37349	46929.9
5757	0.354791	9.7408e+06	1.03835	46886.9
5758	0.348556	1.14702e+07	1.34654	50214
5759	0.296249	8.8783e+06	1.04678	51410.6
5760	0.3147	1.06869e+07	0.748656	49066.2
5761	0.310819	9.34027e+06	0.763077	49959.9
5762	0.30358	1.12897e+07	0.993942	44696.8
5763	0.317482	9.32822e+06	0.967302	48427
5764	0.272947	1.00728e+07	1.34964	41357.4
5765	0.306493	1.06444e+07	0.971585	41699.4
5766	0.309715	9.97358e+06	1.10679	53793.3
5767	0.232798	9.52409e+06	1.05968	51506.7
5768	0.310176	8.79428e+06	0.923372	49756.8
5769	0.319125	9.28426e+06	0.918114	44502.7
5770	0.325288	9.56215e+06	0.730691	43618.6
5771	0.280019	1.03394e+07	0.870386	44482.4
5772	0.316685	9.57343e+06	0.926209	54757
5773	0.299249	1.06351e+07	0.748061	44062.2
5774	0.332408	9.05425e+06	0.966885	49167.5
5775	0.28799	1.04308e+07	0.775632	47271.7
5776	0.235463	9.11921e+06	0.886861	51476.1
5777	0.328886	1.07342e+07	0.874907	49240.9
5778	0.354978	8.22176e+06	0.821048	52795.9
5779	0.336157	9.87887e+06	0.746527	47369
5780	0.258201	1.04522e+07	1.21711	52023
5781	0.300267	1.12991e+07	0.696383	53725.4
5782	0.29806	1.0487e+07	1.04122	42264.3
5783	0.338198	1.0215e+07	0.785949	52277.1
5784	0.328327	9.45572e+06	0.977013	51581.5
5785	0.243518	8.80907e+06	0.97368	45413.3
5786	0.356852	9.55687e+06	1.10732	40883
5787	0.279558	8.56941e+06	1.17747	48875.9
5788	0.282254	9.70135e+06	1.12053	54598.9
5789	0.294678	9.997e+06	0.865181	47989.3
5790	0.30943	9.43715e+06	0.960416	53811
5791	0.315979	8.07467e+06	0.691878	49333.7
5792	0.274098	1.07952e+07	0.682112	58249.5
5793	0.30532	1.01797e+07	1.22999	50138.6
5794	0.30227	1.00551e+07	1.18866	45164.1
5795	0.256895	1.03949e+07	1.02133	44315.3
5796	0.326799	1.07847e+07	0.788418	53615.7
5797	0.317028	1.07869e+07	1.33547	48402.1
5798	0.268497	1.02768e+07	1.38582	57145.1
5799	0.258976	1.23051e+07	1.03058	51758
5800	0.321233	1.11964e+07	0.762453	47403.7
5801	0.345262	1.151e+07	0.790187	54746.4
5802	0.310558	1.06964e+07	1.18698	47333
5803	0.263292	9.59796e+06	0.80263	45129.8
5804	0.361758	1.08005e+07	0.994358	50531.5
5805	0.309349	1.05603e+07	0.803251	50783.9
5806	0.28233	8.56674e+06	1.48996	50228.9
5807	0.323467	1.20423e+07	1.16403	50068.4
5808	0.281416	9.73458e+06	1.2495	53769.7
5809	0.329675	9.72036e+06	0.989897	53732.6
5810	0.335023	9.38954e+06	1.21792	52523.6
5811	0.315553	8.72763e+06	1.10486	47518.2
5812	0.256793	8.74136e+06	1.08194	53955.2
5813	0.29911	1.1607e+07	1.24322	53006.9
5814	0.331272	9.11955e+06	1.35132	39976.8
5815	0.300689	1.1918e+07	0.532041	45438.5
5816	0.332125	9.41735e+06	1.20958	49819.3
5817	0.311969	1.08628e+07	0.981551	60884.6
5818	0.284417	9.52961e+06	0.972	44949.1
5819	0.318074	8.67339e+06	1.00333	46450.7
5820	0.339842	1.1021e+07	0.967043	52782.6
5821	0.287856	8.57977e+06	1.12442	50174.6
5822	0.260666	9.96715e+06	0.826135	51893.2
5823	0.32962	9.50209e+06	0.97295	53836.9
5824	0.284492	9.76133e+06	1.18411	49047.9
5825	0.330803	9.58232e+06	1.20812	47204.2
5826	0.28348	9.97011e+06	1.14319	54119.1
5827	0.301608	9.93053e+06	1.17397	44939.9
5828	0.308725	1.18556e+07	1.32981	49130.3
5829	0.312673	9.43261e+06	1.37987	48896.7
5830	0.289785	9.70906e+06	0.837633	43110.8
5831	0.331627	8.66334e+06	0.638967	53958.2
5832	0.319528	9.77988e+06	1.41061	54769.8
5833	0.282336	9.11579e+06	1.16207	45720.2
5834	0.257318	1.05368e+07	0.625266	49612.5
5835	0.324226	1.18717e+07	1.32802	43107
5836	0.290297	8.9724e+06	1.04502	52466.8
5837	0.251673	9.00029e+06	0.895783	43891.2
5838	0.296836	9.89274e+06	0.777587	48437.7
5839	0.23733	8.84961e+06	0.772574	49580.8
5840	0.366453	1.07533e+07	0.857048	45033.2
5841	0.316354	8.84035e+06	0.920926	46379.8
5842	0.298568	1.1327e+07	1.0731	55703.2
5843	0.285578	9.67033e+06	0.890941	48716.7
5844	0.294902	9.23022e+06	0.944369	44451.4
5845	0.327012	1.12625e+07	1.15544	49712.9
5846	0.31781	1.03864e+07	0.760205	52928.2
5847	0.289818	8.44087e+06	0.81562	48989.5
5848	0.330122	9.63184e+06	1.23661	51413
5849	0.308025	1.00541e+07	1.02983	61607.5
5850	0.243334	9.72927e+06	1.09456	57935.3
5851	0.337388	8.25387e+06	1.18557	58124.2
5852	0.29131	9.39315e+06	0.845642	44043.7
5853	0.292242	1.11068e+07	1.10041	39203.4
5854	0.293121	8.29862e+06	0.739634	58632
5855	0.290037	1.04623e+07	1.00208	61483.7
5856	0.353782	8.14378e+06	1.10195	46293.5
5857	0.337087	9.42144e+06	0.91338	45534.3
5858	0.327801	1.06278e+07	0.858375	46813.1
5859	0.338814	8.03338e+06	1.11744	46237.9
5860	0.343362	8.66961e+06	0.694439	51608.4
5861	0.222999	8.16018e+06	0.98387	56595.3
5862	0.309757	1.09038e+07	1.25411	55511.8
5863	0.232928	1.01117e+07	0.618876	57967.8
5864	0.290527	1.04065e+07	0.868363	41920.8
5865	0.289882	1.08968e+07	1.31892	48018.7
5866	0.280798	1.12297e+07	1.14798	55251.5
5867	0.322235	7.91687e+06	0.854205	44196.1
5868	0.308673	9.25123e+06	1.14261	43531.6
5869	0.306715	1.06184e+07	1.17739	50832.9
5870	0.326139	1.25054e+07	0.946717	47798.2
5871	0.275144	1.0114e+07	1.2399	51456.3
5872	0.281856	1.02889e+07	0.713741	49477.9
5873	0.312003	1.0022e+07	1.33682	55854.1
5874	0.261437	1.06782e+07	0.563301	52456.8
5875	0.353834	8.82306e+06	1.03142	51352
5876	0.308404	1.00898e+07	0.783378	43016.1
5877	0.29237	9.55425e+06	0.864326	52411
5878	0.328457	8.29637e+06	1.09882	42745
5879	0.348015	8.36698e+06	1.0014	46682.1
5880	0.313624	1.01388e+07	1.37019	48086
5881	0.298352	1.01448e+07	0.849337	53982.1
5882	0.333055	8.91504e+06	1.15154	52035.8
5883	0.308472	8.98964e+06	0.79265	53102.1
5884	0.326915	1.09794e+07	0.931552	47603.7
5885	0.322702	8.31429e+06	1.15967	46716.9
5886	0.305217	1.17176e+07	1.08734	41674
5887	0.288202	8.23701e+06	1.37958	41569
5888	0.335098	1.07387e+07	0.939491	52986.5
5889	0.273292	9.27834e+06	1.10554	58114.5
5890	0.305531	1.03137e+07	1.10469	52658.3
5891	0.29725	9.26596e+06	0.96985	55550.1
5892	0.31893	1.13578e+07	1.05757	48736.8
5893	0.328395	9.49122e+06	0.955642	48509.7
5894	0.284709	9.77585e+06	1.34004	45951.8
5895	0.305168	1.03254e+07	1.26361	47774.2
5896	0.305108	9.84632e+06	1.09224	50423
5897	0.296368	8.94196e+06	0.870113	47911.5
5898	0.281381	9.32687e+06	0.997697	45163
5899	0.262749	1.1632e+07	1.03559	41597.9
5900	0.300573	9.51554e+06	0.916751	47186.4
5901	0.353442	9.20495e+06	1.34702	45205.3
5902	0.293657	9.29555e+06	0.617166	46354.9
5903	0.271022	1.14894e+07	1.41212	53025
5904	0.319248	1.1416e+07	1.12972	46724.4
5905	0.269607	9.8512e+06	0.983349	55608.1
5906	0.321826	1.10487e+07	0.952582	46408
5907	0.250635	1.07307e+07	0.853926	46782.7
5908	0.339619	1.04794e+07	0.68659	48853.8
5909	0.354669	1.14203e+07	0.97814	43230.6
5910	0.317607	1.11357e+07	0.836284	52646.2
5911	0.303534	8.41448e+06	0.552779	47451.9
5912	0.325943	1.07972e+07	1.05756	45497.2
5913	0.367359	9.58251e+06	1.1523	52976.5
5914	0.319488	1.14915e+07	1.16673	52417.4
5915	0.25716	1.07727e+07	0.719631	53560.9
5916	0.245235	1.22034e+07	1.01359	52772.8
5917	0.275876	9.74542e+06	1.08507	51804.7
5918	0.32955	1.03216e+07	0.51424	40253.8
5919	0.30516	9.29354e+06	1.17271	44851.1
5920	0.332229	1.2613e+07	1.28432	43496.8
5921	0.320666	7.7863e+06	0.749942	54136.5
5922	0.274322	9.44621e+06	1.08089	50255
5923	0.278845	9.55085e+06	1.32823	53827.1
5924	0.245416	9.81705e+06	1.19197	40652.4
5925	0.279653	9.81628e+06	1.38699	48048
5926	0.298018	1.14553e+07	0.721327	56021.6
5927	0.279923	9.369e+06	1.29451	49361.3
5928	0.288996	9.7451e+06	1.33424	40096.9
5929	0.309704	9.86826e+06	0.992817	54689.6
5930	0.285342	9.15266e+06	0.744363	49189.7
5931	0.283508	1.08394e+07	1.00185	51007.3
5932	0.347956	1.04333e+07	0.922244	53029.7
5933	0.287626	9.84609e+06	0.924679	54551.9
5934	0.308672	8.80118e+06	0.626042	49793.4
5935	0.305029	8.98625e+06	0.939655	53530.2
5936	0.333102	8.74505e+06	1.01624	57671.4
5937	0.324083	8.72598e+06	0.835703	50700.6
5938	0.298334	8.83012e+06	1.35644	57238
5939	0.312617	1.15064e+07	1.24134	49802.5
5940	0.297289	1.0455e+07	1.1206	50380.6
5941	0.272951	1.11492e+07	0.815508	49263.2
5942	0.284111	1.12917e+07	1.02756	50101.7
5943	0.286061	1.00662e+07	1.06479	55897.3
5944	0.334828	1.02537e+07	0.924293	46710.7
5945	0.258068	1.01932e+07	1.25488	43135
5946	0.302562	1.02088e+07	1.1331	34095.5
5947	0.315498	1.23753e+07	1.23212	52478.7
5948	0.338666	1.01897e+07	0.901921	53092.2
5949	0.258524	8.36863e+06	0.398948	44833
5950	0.330092	9.85242e+06	0.776162	52398.5
5951	0.336352	1.05364e+07	1.40657	42158.6
5952	0.347632	9.79726e+06	0.912023	47934.7
5953	0.278172	1.07043e+07	0.971407	50767.1
5954	0.30056	8.33018e+06	1.21657	52732.2
5955	0.262667	9.57011e+06	1.06083	50500.7
5956	0.280409	9.5211e+06	1.25782	48946.7
5957	0.252921	1.0819e+07	0.7825	48506.4
5958	0.315647	1.15707e+07	1.27267	60786.4
5959	0.315338	1.08832e+07	0.822662	53612.4
5960	0.26192	9.95276e+06	0.551259	47798.6
5961	0.313912	1.02545e+07	1.05291	46134.5
5962	0.238545	1.1218e+07	0.793944	45970.5
5963	0.283614	9.8551e+06	0.707148	55270.8
5964	0.277628	1.05181e+07	1.27777	48148.6
5965	0.32853	1.06984e+07	0.806538	49735.5
5966	0.283704	9.05536e+06	1.15244	50341.2
5967	0.297954	1.05993e+07	0.838342	49444.2
5968	0.281582	1.10287e+07	0.818914	49222.2
5969	0.280602	8.37035e+06	1.01972	42921
5970	0.338566	9.3114e+06	1.30895	49949.2
5971	0.328706	9.32046e+06	0.711308	52601.8
5972	0.267624	9.9475e+06	0.90266	58309
5973	0.331894	1.0046e+07	0.801159	48456.6
5974	0.293026	1.01888e+07	1.05973	49416.7
5975	0.290625	7.68562e+06	1.42138	55708.9
5976	0.305443	8.31577e+06	1.18847	53992.1
5977	0.285796	1.02307e+07	1.14198	41705.3
5978	0.342905	1.05478e+07	0.930213	48233.5
5979	0.323979	1.08085e+07	0.473346	42977.1
5980	0.311144	9.99509e+06	0.944746	49025.2
5981	0.294874	1.15289e+07	0.876652	55712.4
5982	0.326594	1.03989e+07	1.00256	51813.8
5983	0.340231	8.19764e+06	1.30932	47477.5
5984	0.28566	1.00362e+07	1.00762	45160.1
5985	0.32223	1.05338e+07	0.881675	47124.1
5986	0.232491	1.09765e+07	1.13787	44904.8
5987	0.259973	8.10876e+06	0.860891	53871
5988	0.313561	8.38126e+06	1.24725	54195.7
5989	0.344629	1.02442e+07	1.32046	48811.7
5990	0.290683	9.15961e+06	1.05704	48686.5
5991	0.271882	1.07398e+07	0.80918	51578.5
5992	0.247239	9.65169e+06	0.900833	47032.8
5993	0.28071	8.89507e+06	1.13459	44374.2
5994	0.294956	9.05471e+06	1.15761	53396.4
5995	0.335013	1.14554e+07	1.01406	50372.6
5996	0.289692	1.05146e+07	1.08464	35716.1
5997	0.244305	1.08114e+07	0.799847	50213.4
5998	0.317803	9.3979e+06	1.03128	49720.7
5999	0.277866	9.62647e+06	1.04432	52889.5
6000	0.277644	1.01992e+07	1.16206	49550.3
6001	0.296019	1.12663e+07	0.793603	52289
6002	0.270057	9.74418e+06	0.725958	54279.5
6003	0.288076	9.47239e+06	1.05387	48971.4
6004	0.337904	1.00394e+07	0.90469	45947
6005	0.345536	8.32224e+06	0.985427	59620.6
6006	0.286862	1.0277e+07	1.27225	49919.5
6007	0.241585	1.01537e+07	1.07066	47829.2
6008	0.303417	9.86698e+06	0.963531	50193.7
6009	0.291906	9.47737e+06	1.13981	47741.3
6010	0.26866	1.03902e+07	0.963591	56327.8
6011	0.36839	1.12811e+07	0.801196	62021.4
6012	0.293248	9.59944e+06	0.979377	52501.1
6013	0.338279	9.74071e+06	1.3139	50207.9
6014	0.341602	9.53603e+06	1.18614	49216.4
6015	0.325826	9.24728e+06	0.975946	56542.2
6016	0.319389	1.31043e+07	1.14944	44578.7
6017	0.300908	1.19134e+07	0.933646	52875.2
6018	0.302301	8.79865e+06	0.831996	53702.2
6019	0.286412	1.03641e+07	0.982066	50832.9
6020	0.334014	7.8076e+06	1.12522	58006.7
6021	0.297396	9.20842e+06	0.972563	53192.6
6022	0.31039	1.091e+07	1.01306	46672.3
6023	0.274836	1.01078e+07	1.0305	50609.9
6024	0.287906	9.50728e+06	0.433843	46708
6025	0.263173	1.23511e+07	1.11591	53440.6
6026	0.309735	9.86922e+06	0.890772	49424.6
6027	0.329004	9.06638e+06	1.27389	51740.8
6028	0.232727	1.04227e+07	0.785223	47462.4
6029	0.273198	9.20825e+06	1.04357	52106
6030	0.321548	9.99931e+06	1.18834	51048.8
6031	0.297338	8.66941e+06	1.04325	54845
6032	0.318833	8.55547e+06	1.16574	44529.5
6033	0.282061	9.13515e+06	1.00906	43995.2
6034	0.319718	1.00606e+07	0.809528	55119
6035	0.303368	8.74226e+06	1.01285	58330
6036	0.336765	9.42782e+06	1.15261	51101.9
6037	0.335724	1.06866e+07	1.16278	56015.3
6038	0.236443	9.59181e+06	0.873353	43046
6039	0.322681	8.5477e+06	1.02652	51588.6
6040	0.305912	1.07593e+07	0.559384	46782.6
6041	0.300164	1.08785e+07	0.780008	57389.4
6042	0.277164	9.0921e+06	1.02722	51187.4
6043	0.289944	1.20551e+07	0.612052	55387.3
6044	0.288367	9.4377e+06	0.89727	46235.1
6045	0.256134	1.09445e+07	1.21128	41027
6046	0.30845	1.09341e+07	0.73418	41073.5
6047	0.20461	1.09203e+07	1.00418	57764.7
6048	0.359086	1.07944e+07	0.469719	46348.5
